Type,Coordinates,Lat,Lon
Little Free Library,"41.12328,-73.38814",41.12328,-73.38814
Little Free Library,"41.08488,-73.42591",41.08488,-73.42591
Little Free Library,"41.91241,-72.31159",41.91241,-72.31159
Little Free Library,"41.56462,-73.07752",41.56462,-73.07752
Little Free Library,"41.33584,-72.10956",41.33584,-72.10956
Little Free Library,"41.33584,-72.10956",41.33584,-72.10956
Little Free Library,"41.69424,-72.57089",41.69424,-72.57089
Little Free Library,"41.40661,-73.44003",41.40661,-73.44003
Little Free Library,"41.40661,-73.44003",41.40661,-73.44003
Little Free Library,"41.75958,-72.31042",41.75958,-72.31042
Little Free Library,"41.32786,-72.91331",41.32786,-72.91331
Little Free Library,"41.73528,-73.21558",41.73528,-73.21558
Little Free Library,"41.73528,-73.21558",41.73528,-73.21558
Little Free Library,"41.35179,-72.99148",41.35179,-72.99148
Little Free Library,"41.35179,-72.99148",41.35179,-72.99148
Little Free Library,"41.79512,-72.36787",41.79512,-72.36787
Little Free Library,"41.26795208,-72.51965763",41.26795208,-72.51965763
Little Free Library,"41.42933,-72.21809",41.42933,-72.21809
Little Free Library,"41.21614,-73.42625",41.21614,-73.42625
Little Free Library,"41.21614,-73.42625",41.21614,-73.42625
Little Free Library,"41.61957,-72.74702",41.61957,-72.74702
Little Free Library,"41.37269,-71.95779",41.37269,-71.95779
Little Free Library,"41.21594,-73.43867",41.21594,-73.43867
Little Free Library,"41.3967612,-73.0990426",41.3967612,-73.0990426
Little Free Library,"41.4027178,-73.0960647",41.4027178,-73.0960647
Little Free Library,"41.35423,-72.39657",41.35423,-72.39657
Little Free Library,"41.35423,-72.39657",41.35423,-72.39657
Little Free Library,"41.40646,-73.52089",41.40646,-73.52089
Little Free Library,"41.83165,-72.85993",41.83165,-72.85993
Little Free Library,"41.83165,-72.85993",41.83165,-72.85993
Little Free Library,"41.27868,-72.62416",41.27868,-72.62416
Little Free Library,"41.67039,-72.7463",41.67039,-72.7463
Little Free Library,"41.24253,-72.99619",41.24253,-72.99619
Little Free Library,"41.15991,-73.23913",41.15991,-73.23913
Little Free Library,"41.25936312,-72.51157355",41.25936312,-72.51157355
Little Free Library,"41.35144,-72.43157",41.35144,-72.43157
Little Free Library,"41.70451,-72.67064",41.70451,-72.67064
Little Free Library,"41.17132742,-73.24786223",41.17132742,-73.24786223
Little Free Library,"41.155333,-73.2878959",41.155333,-73.2878959
Little Free Library,"41.3488063,-73.4612256",41.3488063,-73.4612256
Little Free Library,"41.4537,-73.48849",41.4537,-73.48849
Little Free Library,"41.18804,-73.23561",41.18804,-73.23561
Little Free Library,"41.7798,-72.9075",41.7798,-72.9075
Little Free Library,"41.60766,-72.86762",41.60766,-72.86762
Little Free Library,"41.60766,-72.86762",41.60766,-72.86762
Little Free Library,"41.39903,-73.02754",41.39903,-73.02754
Little Free Library,"41.27786,-72.41921",41.27786,-72.41921
Little Free Library,"41.27786,-72.41921",41.27786,-72.41921
Little Free Library,"41.83945,-72.86323",41.83945,-72.86323
Little Free Library,"41.3543787,-71.9684955",41.3543787,-71.9684955
Little Free Library,"41.21286,-73.37383",41.21286,-73.37383
Little Free Library,"41.3461164,-73.0383073",41.3461164,-73.0383073
Little Free Library,"41.3461164,-73.0383073",41.3461164,-73.0383073
Little Free Library,"41.2252,-73.31868",41.2252,-73.31868
Little Free Library,"41.2252,-73.31868",41.2252,-73.31868
Little Free Library,"41.7101944,-72.2067868",41.7101944,-72.2067868
Little Free Library,"41.7101944,-72.2067868",41.7101944,-72.2067868
Little Free Library,"41.4968061,-73.0570465",41.4968061,-73.0570465
Little Free Library,"41.19479,-73.22502",41.19479,-73.22502
Little Free Library,"41.19479,-73.22502",41.19479,-73.22502
Little Free Library,"41.3651587,-73.0222869",41.3651587,-73.0222869
Little Free Library,"41.7301967,-72.7319289",41.7301967,-72.7319289
Little Free Library,"41.7301967,-72.7319289",41.7301967,-72.7319289
Little Free Library,"41.3371,-72.1008",41.3371,-72.1008
Little Free Library,"41.3371,-72.1008",41.3371,-72.1008
Little Free Library,"41.21124,-73.24913",41.21124,-73.24913
Little Free Library,"41.3263524,-72.143395",41.3263524,-72.143395
Little Free Library,"41.6636506,-72.7928075",41.6636506,-72.7928075
Little Free Library,"41.6636506,-72.7928075",41.6636506,-72.7928075
Little Free Library,"41.33285,-72.9128",41.33285,-72.9128
Little Free Library,"41.33285,-72.9128",41.33285,-72.9128
Little Free Library,"41.14595,-73.30102",41.14595,-73.30102
Little Free Library,"41.26693,-73.24765",41.26693,-73.24765
Little Free Library,"41.5872,-71.94566",41.5872,-71.94566
Little Free Library,"41.4151467,-73.0215028",41.4151467,-73.0215028
Little Free Library,"41.7475,-72.54188",41.7475,-72.54188
Little Free Library,"41.15543,-73.2755",41.15543,-73.2755
Little Free Library,"41.7512134,-72.7333835",41.7512134,-72.7333835
Little Free Library,"41.8499,-72.02252",41.8499,-72.02252
Little Free Library,"41.14081,-73.25369",41.14081,-73.25369
Little Free Library,"41.29104,-72.37311",41.29104,-72.37311
Little Free Library,"41.51533,-72.9146",41.51533,-72.9146
Little Free Library,"41.51533,-72.9146",41.51533,-72.9146
Little Free Library,"41.16958,-73.23796",41.16958,-73.23796
Little Free Library,"41.7975,-72.871794",41.7975,-72.871794
Little Free Library,"41.9018383,-72.0829286",41.9018383,-72.0829286
Little Free Library,"41.69773,-72.68997",41.69773,-72.68997
Little Free Library,"41.20218,-73.13943",41.20218,-73.13943
Little Free Library,"41.20218,-73.13943",41.20218,-73.13943
Little Free Library,"41.3226,-72.97336",41.3226,-72.97336
Little Free Library,"41.89191,-71.86772",41.89191,-71.86772
Little Free Library,"41.953548,-72.304963",41.953548,-72.304963
Little Free Library,"42.02979,-72.56675",42.02979,-72.56675
Little Free Library,"42.02979,-72.56675",42.02979,-72.56675
Little Free Library,"41.9900236,-72.5223449",41.9900236,-72.5223449
Little Free Library,"41.78147,-72.98878",41.78147,-72.98878
Little Free Library,"41.39775,-72.48389",41.39775,-72.48389
Little Free Library,"41.39775,-72.48389",41.39775,-72.48389
Little Free Library,"41.5700006,-73.0649347",41.5700006,-73.0649347
Little Free Library,"41.43303,-72.07468",41.43303,-72.07468
Little Free Library,"41.75457,-72.7416",41.75457,-72.7416
Little Free Library,"41.91606,-71.90918",41.91606,-71.90918
Little Free Library,"41.91429,-71.90886",41.91429,-71.90886
Little Free Library,"41.7515,-72.25654",41.7515,-72.25654
Little Free Library,"41.68376,-72.77108",41.68376,-72.77108
Little Free Library,"41.4207904,-73.2696345",41.4207904,-73.2696345
Little Free Library,"41.4418468,-73.4450589",41.4418468,-73.4450589
Little Free Library,"41.74902,-72.74897",41.74902,-72.74897
Little Free Library,"41.35646,-72.30315",41.35646,-72.30315
Little Free Library,"41.35646,-72.30315",41.35646,-72.30315
Little Free Library,"41.49365,-73.23429",41.49365,-73.23429
Little Free Library,"41.49365,-73.23429",41.49365,-73.23429
Little Free Library,"41.143178,-73.262858",41.143178,-73.262858
Little Free Library,"41.75908,-72.86784",41.75908,-72.86784
Little Free Library,"41.79305,-72.88823",41.79305,-72.88823
Little Free Library,"41.13619,-73.24578",41.13619,-73.24578
Little Free Library,"41.548104,-72.9731626",41.548104,-72.9731626
Little Free Library,"41.4285575,-72.4140862",41.4285575,-72.4140862
Little Free Library,"41.28323,-72.63504",41.28323,-72.63504
Little Free Library,"41.94914,-72.50953",41.94914,-72.50953
Little Free Library,"41.39438,-72.89578",41.39438,-72.89578
Little Free Library,"41.197531,-73.265758",41.197531,-73.265758
Little Free Library,"41.18016,-73.2326",41.18016,-73.2326
Little Free Library,"41.3783,-73.42579",41.3783,-73.42579
Little Free Library,"41.4142066,-73.3800252",41.4142066,-73.3800252
Little Free Library,"41.44264,-73.40613",41.44264,-73.40613
Little Free Library,"41.39445,-73.45322",41.39445,-73.45322
Little Free Library,"41.39382,-73.51179",41.39382,-73.51179
Little Free Library,"41.41163,-73.45516",41.41163,-73.45516
Little Free Library,"41.3914,-73.44959",41.3914,-73.44959
Little Free Library,"41.7280818,-73.4724926",41.7280818,-73.4724926
Little Free Library,"41.29366,-73.49218",41.29366,-73.49218
Little Free Library,"41.7478724,-73.1904125",41.7478724,-73.1904125
Little Free Library,"41.56089,-73.30979",41.56089,-73.30979
Little Free Library,"41.40807,-73.41597",41.40807,-73.41597
Little Free Library,"41.66275,-73.36967",41.66275,-73.36967
Little Free Library,"41.47114,-73.22421",41.47114,-73.22421
Little Free Library,"41.31261,-73.22071",41.31261,-73.22071
Little Free Library,"41.45115,-73.52265",41.45115,-73.52265
Little Free Library,"41.57928,-73.40899",41.57928,-73.40899
Little Free Library,"41.6406398,-73.3192867",41.6406398,-73.3192867
Little Free Library,"41.78283,-72.31365",41.78283,-72.31365
Little Free Library,"41.44112,-72.85314",41.44112,-72.85314
Little Free Library,"41.5735449,-72.6927888",41.5735449,-72.6927888
Little Free Library,"41.2631016,-73.1932238",41.2631016,-73.1932238
Little Free Library,"41.39791,-72.45456",41.39791,-72.45456
Little Free Library,"41.54023,-72.63671",41.54023,-72.63671
Little Free Library,"41.365197,-72.638255",41.365197,-72.638255
Little Free Library,"41.70197,-72.16118",41.70197,-72.16118
Little Free Library,"41.59948,-72.89138",41.59948,-72.89138
Little Free Library,"41.18756,-73.25202",41.18756,-73.25202
Little Free Library,"41.10749,-73.40435",41.10749,-73.40435
Little Free Library,"41.9312931,-72.2842589",41.9312931,-72.2842589
Little Free Library,"41.4653539,-72.9015526",41.4653539,-72.9015526
Little Free Library,"41.4741649,-73.5286065",41.4741649,-73.5286065
Little Free Library,"41.34921,-73.07964",41.34921,-73.07964
Little Free Library,"41.6656471,-72.8650662",41.6656471,-72.8650662
Little Free Library,"41.2767365,-73.2365657",41.2767365,-73.2365657
Little Free Library,"41.180038,-73.397625",41.180038,-73.397625
Little Free Library,"41.8105994,-71.8774917",41.8105994,-71.8774917
Little Free Library,"41.9559968,-72.5776693",41.9559968,-72.5776693
Little Free Library,"41.2594881,-72.9679299",41.2594881,-72.9679299
Little Free Library,"41.2611243,-72.9403119",41.2611243,-72.9403119
Little Free Library,"41.14422,-73.39619",41.14422,-73.39619
Little Free Library,"41.3447865,-72.0544319",41.3447865,-72.0544319
Little Free Library,"41.8378001,-72.7231065",41.8378001,-72.7231065
Little Free Library,"41.69459,-72.68142",41.69459,-72.68142
Little Free Library,"41.7519,-72.64156",41.7519,-72.64156
Little Free Library,"41.84134,-72.46202",41.84134,-72.46202
Little Free Library,"41.84096,-72.28709",41.84096,-72.28709
Little Free Library,"41.26215,-72.94464",41.26215,-72.94464
Little Free Library,"41.32386,-72.62063",41.32386,-72.62063
Little Free Library,"41.64079,-72.67617",41.64079,-72.67617
Little Free Library,"41.572679,-73.1397851",41.572679,-73.1397851
Little Free Library,"41.6939333,-72.7230856",41.6939333,-72.7230856
Little Free Library,"41.8662447,-72.4324951",41.8662447,-72.4324951
Little Free Library,"41.363053,-72.828813",41.363053,-72.828813
Little Free Library,"41.68484,-73.16953",41.68484,-73.16953
Little Free Library,"41.34275,-73.2368",41.34275,-73.2368
Little Free Library,"41.47095,-72.90146",41.47095,-72.90146
Little Free Library,"41.3596161,-73.206625",41.3596161,-73.206625
Little Free Library,"41.28571,72.58019",41.28571,72.58019
Little Free Library,"41.64006,-72.20482",41.64006,-72.20482
Little Free Library,"41.2078116,-73.3009064",41.2078116,-73.3009064
Little Free Library,"41.24708,-72.98158",41.24708,-72.98158
Little Free Library,"41.7142285,-72.7402177",41.7142285,-72.7402177
Little Free Library,"41.9431,-73.17414",41.9431,-73.17414
Little Free Library,"41.7810629,-72.745528",41.7810629,-72.745528
Little Free Library,"41.92114,-72.54927",41.92114,-72.54927
Little Free Library,"41.14142,-73.238",41.14142,-73.238
Little Free Library,"41.3143349,-72.918839",41.3143349,-72.918839
Little Free Library,"41.9140687,-72.8159822",41.9140687,-72.8159822
Little Free Library,"41.7171464,-72.6823515",41.7171464,-72.6823515
Little Free Library,"41.60459,-72.01736",41.60459,-72.01736
Little Free Library,"41.60459,-72.01736",41.60459,-72.01736
Little Free Library,"41.7270906,-72.6751578",41.7270906,-72.6751578
Little Free Library,"41.2516123,-72.9845093",41.2516123,-72.9845093
Little Free Library,"41.7626191,-71.9022259",41.7626191,-71.9022259
Little Free Library,"41.7477821,-72.7379575",41.7477821,-72.7379575
Little Free Library,"41.7477821,-72.7379575",41.7477821,-72.7379575
Little Free Library,"41.22953,-73.04308",41.22953,-73.04308
Little Free Library,"41.1774974,-73.2511725",41.1774974,-73.2511725
Little Free Library,"41.0769109,-73.4769688",41.0769109,-73.4769688
Little Free Library,"41.4120772,-73.3137213",41.4120772,-73.3137213
Little Free Library,"41.4232339,-73.4505574",41.4232339,-73.4505574
Little Free Library,"41.8452206,-72.8629251",41.8452206,-72.8629251
Little Free Library,"41.860422,-72.8329695",41.860422,-72.8329695
Little Free Library,"41.8293091,-72.8474631",41.8293091,-72.8474631
Little Free Library,"41.3360861,-72.857525",41.3360861,-72.857525
Little Free Library,"41.1312742,-73.3895887",41.1312742,-73.3895887
Little Free Library,"41.125871,-73.4061207",41.125871,-73.4061207
Little Free Library,"41.7537,-72.5087",41.7537,-72.5087
Little Free Library,"41.687673,-71.9126702",41.687673,-71.9126702
Little Free Library,"41.2615545,-73.0959687",41.2615545,-73.0959687
Little Free Library,"41.244842,-72.9753292",41.244842,-72.9753292
Little Free Library,"41.7529811,-72.7472827",41.7529811,-72.7472827
Little Free Library,"41.7087244,-72.6089869",41.7087244,-72.6089869
Little Free Library,"41.17115,-73.21193",41.17115,-73.21193
Little Free Library,"41.7769,-72.67975",41.7769,-72.67975
Little Free Library,"41.1340397,-73.2529837",41.1340397,-73.2529837
Little Free Library,"41.1943317,-73.0851796",41.1943317,-73.0851796
Little Free Library,"41.3862789,-71.8419515",41.3862789,-71.8419515
Little Free Library,"41.533226,-72.793312",41.533226,-72.793312
Little Free Library,"41.668981,-72.6026196",41.668981,-72.6026196
Little Free Library,"41.3990662,-72.8414742",41.3990662,-72.8414742
Little Free Library,"41.23978,-73.0461773",41.23978,-73.0461773
Little Free Library,"41.383892,-73.5318623",41.383892,-73.5318623
Little Free Library,"41.303616,-73.299812",41.303616,-73.299812
Little Free Library,"41.4795828,-72.0953064",41.4795828,-72.0953064
Little Free Library,"41.35671,-72.10444",41.35671,-72.10444
Little Free Library,"41.31926,-72.96382",41.31926,-72.96382
Little Free Library,"41.5656524,-72.6287223",41.5656524,-72.6287223
Little Free Library,"41.4580528,-72.6980768",41.4580528,-72.6980768
Little Free Library,"41.5475047,-72.7654176",41.5475047,-72.7654176
Little Free Library,"41.5058903,-72.4348067",41.5058903,-72.4348067
Little Free Library,"41.3481702,-72.4409554",41.3481702,-72.4409554
Little Free Library,"41.7668367,-72.700364",41.7668367,-72.700364
Little Free Library,"41.2606022,-72.8474987",41.2606022,-72.8474987
Little Free Library,"41.3719438,-73.4161447",41.3719438,-73.4161447
Little Free Library,"41.2232946,-73.1162223",41.2232946,-73.1162223
Little Free Library,"41.2587716,-72.7094621",41.2587716,-72.7094621
Little Free Library,"41.5795743,-73.4955937",41.5795743,-73.4955937
Little Free Library,"41.9792501,-72.6403175",41.9792501,-72.6403175
Little Free Library,"41.4197563,-72.0579794",41.4197563,-72.0579794
Little Free Library,"41.4197563,-72.0579794",41.4197563,-72.0579794
Little Free Library,"41.8011416,-72.8877545",41.8011416,-72.8877545
Little Free Library,"41.3879355,-72.4407578",41.3879355,-72.4407578
Little Free Library,"41.2892902,-72.9908752",41.2892902,-72.9908752
Little Free Library,"41.1098187,-73.4652772",41.1098187,-73.4652772
Little Free Library,"41.7792686,-72.7559076",41.7792686,-72.7559076
Little Free Library,"41.7747291,-72.8553854",41.7747291,-72.8553854
Little Free Library,"41.7847351,-71.8080957",41.7847351,-71.8080957
Little Free Library,"41.2702665,-72.8988761",41.2702665,-72.8988761
Little Free Library,"41.7401495,-72.6023802",41.7401495,-72.6023802
Little Free Library,"41.1944144,-73.2362432",41.1944144,-73.2362432
Little Free Library,"41.3253203,-72.6799036",41.3253203,-72.6799036
Little Free Library,"41.3509922,-72.9990744",41.3509922,-72.9990744
Little Free Library,"41.7848364,-72.5239433",41.7848364,-72.5239433
Little Free Library,"41.7848364,-72.5239433",41.7848364,-72.5239433
Little Free Library,"41.6841993,-72.703643",41.6841993,-72.703643
Little Free Library,"41.6841993,-72.703643",41.6841993,-72.703643
Little Free Library,"41.1563413,-73.2282847",41.1563413,-73.2282847
Little Free Library,"41.9423525,-71.8421471",41.9423525,-71.8421471
Little Free Library,"41.3183755,-73.0636377",41.3183755,-73.0636377
Little Free Library,"41.3183755,-73.0636377",41.3183755,-73.0636377
Little Free Library,"41.1109582,-73.4685339",41.1109582,-73.4685339
Little Free Library,"41.4484516,-72.8208754",41.4484516,-72.8208754
Little Free Library,"41.6610051,-73.208444",41.6610051,-73.208444
